"payment_id";"guest_id";"room_number";"payment_amount";"payment_date";"payment_type"
"P000472";"G00448";412;39.96;"2026-05-09";"Stripe"
"P000473";"G00448";412;24.11;"2026-05-09";"Cash"
"P000474";"G00449";533;315.77;"2026-05-13";"Cash"
"P000475";"G00450";108;183.21;"2026-05-27";"Card"
"P000476";"G00451";106;220.35;"2026-06-20";"Stripe"
"P000477";"G00452";102;21.22;"2026-02-16";"Card"
"P000478";"G00453";421;6.59;"2026-04-25";"Stripe"
"P000479";"G00454";120;235.94;"2026-01-08";"Card"
"P000480";"G00455";509;92.39;"2026-03-13";"Stripe"
"P000481";"G00456";130;56.83;"2026-02-08";"Card"
"P000482";"G00456";130;56.14;"2026-02-04";"Cash"
"P000483";"G00458";430;59.08;"2026-06-23";"Stripe"
"P000484";"G00459";522;55.46;"2026-02-21";"Card"
"P000485";"G00461";420;177.15;"2026-03-16";"Cash"
"P000486";"G00462";116;124.22;"2026-01-05";"Card"
"P000487";"G00462";116;156.6;"2026-01-05";"Card"
"P000488";"G00463";317;142.9;"2026-05-10";"Stripe"
"P000489";"G00464";310;237.4;"2026-03-23";"Card"
"P000490";"G00465";201;50.58;"2026-06-20";"Card"
"P000491";"G00466";202;41.4;"2026-03-28";"Card"
"P000492";"G00467";231;241.6;"2026-01-20";"Stripe"
"P000493";"G00468";416;95.48;"2026-06-21";"Card"
"P000494";"G00469";131;72.2;"2026-03-29";"Stripe"
"P000495";"G00470";523;80.82;"2026-01-10";"Card"
"P000496";"G00470";523;143.2;"2026-01-10";"Card"
"P000497";"G00471";334;95.36;"2026-01-26";"Cash"
"P000498";"G00471";334;201.36;"2026-01-23";"Stripe"
"P000499";"G00472";515;103.18;"2026-05-14";"Stripe"
"P000500";"G00473";221;68.93;"2026-02-12";"Card"
"P000501";"G00473";221;84.44;"2026-02-11";"Card"
"P000502";"G00474";203;84.26;"2026-02-22";"Stripe"
"P000503";"G00475";103;105.98;"2026-03-15";"Cash"
"P000504";"G00476";205;156.97;"2026-04-13";"Cash"
"P000505";"G00477";412;52.09;"2026-02-03";"Card"
"P000506";"G00478";528;345.33;"2026-05-04";"Card"
"P000507";"G00479";423;12.13;"2026-05-26";"Card"
"P000508";"G00480";520;233.28;"2026-05-26";"Stripe"
"P000509";"G00482";307;74.81;"2026-04-30";"Card"
"P000510";"G00482";307;43.11;"2026-04-28";"Card"
"P000511";"G00483";233;54.27;"2026-03-25";"Card"
"P000512";"G00483";233;62.89;"2026-03-25";"Card"
"P000513";"G00484";323;24.8;"2026-06-02";"Card"
"P000514";"G00485";301;125.35;"2026-06-25";"Card"
"P000515";"G00486";203;63.59;"2026-05-18";"Card"
"P000516";"G00486";203;162.24;"2026-05-18";"Card"
"P000517";"G00488";201;125.64;"2026-03-10";"Card"
"P000518";"G00489";403;141.45;"2026-03-16";"Stripe"
"P000519";"G00490";134;98.11;"2026-04-08";"Card"
"P000520";"G00491";411;163.72;"2026-04-11";"Card"
"P000521";"G00492";123;159.72;"2026-06-03";"Stripe"
"P000522";"G00493";325;66.43;"2026-05-30";"Card"
"P000523";"G00493";325;75.29;"2026-05-30";"Card"
"P000524";"G00494";201;126.92;"2026-03-14";"Stripe"
"P000525";"G00495";126;182.47;"2026-05-16";"Cash"
"P000526";"G00496";105;121.72;"2026-06-27";"Card"
"P000527";"G00497";206;17.97;"2026-02-26";"Stripe"
"P000528";"G00498";408;90.51;"2026-04-09";"Card"
"P000529";"G00499";315;158.17;"2026-02-05";"Card"
"P000530";"G00500";320;301.43;"2026-01-25";"Cash"
"P000531";"G00501";217;19.8;"2026-06-04";"Card"
"P000532";"G00501";217;9.77;"2026-06-03";"Card"
"P000533";"G00501";217;17.04;"2026-06-04";"Stripe"
"P000534";"G00502";516;5.0;"2026-05-23";"Card"
"P000535";"G00503";333;48.5;"2026-05-16";"Card"
"P000536";"G00503";333;74.36;"2026-05-17";"Card"
"P000537";"G00504";310;199.17;"2026-01-31";"Card"
"P000538";"G00505";312;364.58;"2026-01-18";"Card"
"P000539";"G00507";103;34.66;"2026-03-15";"Stripe"
"P000540";"G00507";103;95.51;"2026-03-15";"Card"
"P000541";"G00508";227;207.38;"2026-04-28";"Stripe"
"P000542";"G00509";308;126.38;"2026-02-07";"Card"
"P000543";"G00510";230;12.98;"2026-04-23";"Stripe"
"P000544";"G00510";230;13.92;"2026-04-23";"Card"
"P000545";"G00511";504;76.83;"2026-05-12";"Card"
"P000546";"G00512";434;10.38;"2026-05-06";"Card"
"P000547";"G00512";434;23.74;"2026-05-06";"Cash"
"P000548";"G00513";229;109.97;"2026-06-28";"Cash"
"P000549";"G00514";230;71.77;"2026-02-07";"Cash"
"P000550";"G00515";222;62.1;"2026-06-15";"Card"
"P000551";"G00517";515;60.9;"2026-02-22";"Card"
"P000552";"G00518";333;15.66;"2026-05-05";"Cash"
"P000553";"G00519";114;242.48;"2026-02-12";"Stripe"
"P000554";"G00520";529;49.11;"2026-04-11";"Card"
"P000555";"G00520";529;15.01;"2026-04-11";"Card"
"P000556";"G00520";529;29.19;"2026-04-11";"Stripe"
"P000557";"G00521";410;344.17;"2026-06-21";"Stripe"
"P000558";"G00522";328;173.95;"2026-05-18";"Card"
"P000559";"G00524";306;282.16;"2026-03-27";"Cash"
"P000560";"G00525";421;65.47;"2026-02-17";"Card"
"P000561";"G00526";422;365.14;"2026-02-12";"Stripe"
"P000562";"G00527";211;98.76;"2026-03-04";"Stripe"
"P000563";"G00527";211;136.81;"2026-03-04";"Card"
"P000564";"G00530";512;5.98;"2026-03-24";"Cash"
"P000565";"G00531";424;61.06;"2026-01-26";"Stripe"
"P000566";"G00532";325;270.58;"2026-05-13";"Card"
"P000567";"G00534";333;62.11;"2026-05-08";"Cash"
"P000568";"G00534";333;123.8;"2026-05-08";"Card"
"P000569";"G00535";431;153.79;"2026-06-23";"Card"
"P000570";"G00536";118;175.97;"2026-03-09";"Card"
"P000571";"G00536";118;38.07;"2026-03-11";"Card"
"P000572";"G00536";118;86.98;"2026-03-09";"Cash"
"P000573";"G00538";517;99.79;"2026-06-24";"Cash"
"P000574";"G00538";517;68.9;"2026-06-21";"Stripe"
"P000575";"G00539";413;119.57;"2026-02-11";"Card"
"P000576";"G00540";221;7.49;"2026-04-09";"Card"
"P000577";"G00541";519;272.42;"2026-06-26";"Stripe"
"P000578";"G00542";330;158.66;"2026-05-18";"Stripe"
"P000579";"G00543";522;189.24;"2026-03-27";"Card"
"P000580";"G00543";522;175.03;"2026-03-27";"Stripe"
"P000581";"G00544";324;73.38;"2026-06-24";"Stripe"
"P000582";"G00545";323;38.7;"2026-06-05";"Card"
"P000583";"G00546";432;134.84;"2026-04-17";"Stripe"
"P000584";"G00546";432;152.29;"2026-04-17";"Stripe"
"P000585";"G00548";134;53.19;"2026-03-01";"Stripe"
"P000586";"G00550";524;143.01;"2026-06-02";"Card"
"P000587";"G00550";524;77.86;"2026-05-29";"Stripe"
"P000588";"G00551";425;23.23;"2026-02-20";"Card"
"P000589";"G00551";425;26.7;"2026-02-13";"Stripe"
"P000590";"G00552";324;56.49;"2026-03-03";"Stripe"
"P000591";"G00552";324;162.95;"2026-03-03";"Stripe"
"P000592";"G00553";526;281.7;"2026-02-23";"Card"
"P000593";"G00556";311;297.36;"2026-03-11";"Stripe"
"P000594";"G00557";504;26.65;"2026-01-28";"Card"
"P000595";"G00558";425;56.57;"2026-06-14";"Card"
"P000596";"G00559";520;88.12;"2026-06-30";"Stripe"
"P000597";"G00559";520;58.34;"2026-06-30";"Card"
"P000598";"G00560";519;138.78;"2026-05-02";"Card"
"P000599";"G00560";519;213.91;"2026-05-04";"Card"
"P000600";"G00561";402;120.57;"2026-05-30";"Cash"
"P000601";"G00562";305;272.56;"2026-05-08";"Card"
"P000602";"G00563";225;136.3;"2026-04-29";"Stripe"
"P000603";"G00565";414;37.59;"2026-04-08";"Stripe"
"P000604";"G00565";414;73.56;"2026-04-08";"Card"
"P000605";"G00566";411;204.99;"2026-03-18";"Card"
"P000606";"G00567";522;104.09;"2026-04-06";"Card"
"P000607";"G00568";109;114.27;"2026-02-23";"Card"
"P000608";"G00569";134;57.61;"2026-01-20";"Cash"
"P000609";"G00570";218;32.84;"2026-05-31";"Cash"
"P000610";"G00571";420;74.33;"2026-06-21";"Cash"
"P000611";"G00572";530;104.41;"2026-04-02";"Card"
"P000612";"G00573";123;49.36;"2026-04-01";"Stripe"
"P000613";"G00573";123;40.84;"2026-04-01";"Card"
"P000614";"G00573";123;30.93;"2026-03-31";"Card"
"P000615";"G00574";129;62.28;"2026-03-12";"Stripe"
"P000616";"G00575";331;36.63;"2026-03-29";"Stripe"
"P000617";"G00576";532;55.86;"2026-01-30";"Cash"
"P000618";"G00576";532;40.3;"2026-01-30";"Card"
"P000619";"G00577";229;253.21;"2026-06-30";"Card"
"P000620";"G00578";232;46.81;"2026-04-18";"Card"
"P000621";"G00578";232;69.42;"2026-04-22";"Card"
"P000622";"G00579";429;61.31;"2026-02-02";"Card"
"P000623";"G00580";129;13.93;"2026-04-05";"Card"
"P000624";"G00581";229;169.7;"2026-05-06";"Card"
"P000625";"G00582";421;3.83;"2026-01-19";"Card"
"P000626";"G00583";429;36.23;"2026-03-31";"Card"
"P000627";"G00584";329;16.21;"2026-03-28";"Stripe"
"P000628";"G00585";433;176.41;"2026-02-17";"Card"
"P000629";"G00586";118;161.12;"2026-01-04";"Card"
"P000630";"G00587";108;52.51;"2026-03-15";"Cash"
"P000631";"G00588";108;13.56;"2026-01-08";"Stripe"
"P000632";"G00589";122;175.74;"2026-02-25";"Card"
"P000633";"G00590";229;113.04;"2026-03-18";"Card"
"P000634";"G00591";321;30.73;"2026-01-19";"Card"
"P000635";"G00592";225;64.9;"2026-03-31";"Card"
"P000636";"G00593";114;161.74;"2026-03-13";"Stripe"
"P000637";"G00594";310;173.3;"2026-06-30";"Card"
"P000638";"G00596";315;42.24;"2026-06-19";"Cash"
"P000639";"G00596";315;24.52;"2026-06-19";"Card"
"P000640";"G00598";527;127.83;"2026-03-02";"Cash"
"P000641";"G00599";134;88.44;"2026-01-17";"Card"
"P000642";"G00601";409;123.79;"2026-01-24";"Card"
"P000643";"G00602";524;140.82;"2026-01-14";"Card"
"P000644";"G00603";516;41.41;"2026-01-13";"Stripe"
"P000645";"G00603";516;79.17;"2026-01-13";"Stripe"
"P000646";"G00604";110;74.75;"2026-05-03";"Card"
"P000647";"G00604";110;190.93;"2026-05-02";"Card"
"P000648";"G00607";121;167.89;"2026-02-19";"Card"
"P000649";"G00608";425;10.49;"2026-03-17";"Card"
"P000650";"G00609";511;29.76;"2026-05-01";"Stripe"
"P000651";"G00610";428;107.66;"2026-02-12";"Card"
"P000652";"G00612";233;77.85;"2026-01-13";"Cash"
"P000653";"G00612";233;219.27;"2026-01-13";"Card"
"P000654";"G00613";125;230.95;"2026-05-30";"Card"
"P000655";"G00615";307;235.59;"2026-05-09";"Cash"
"P000656";"G00616";515;166.97;"2026-06-19";"Stripe"
"P000657";"G00618";416;171.71;"2026-04-05";"Card"
"P000658";"G00620";415;202.48;"2026-05-26";"Card"
"P000659";"G00620";415;196.79;"2026-05-28";"Card"
"P000660";"G00621";509;211.09;"2026-06-09";"Card"
"P000661";"G00622";321;147.63;"2026-02-12";"Stripe"
"P000662";"G00624";121;211.96;"2026-03-30";"Card"
"P000663";"G00625";318;55.91;"2026-03-14";"Stripe"
"P000664";"G00626";406;27.08;"2026-05-04";"Cash"
"P000665";"G00626";406;73.28;"2026-05-04";"Card"
"P000666";"G00627";401;22.3;"2026-01-12";"Cash"
"P000667";"G00628";514;151.82;"2026-06-24";"Card"
"P000668";"G00630";412;150.14;"2026-02-02";"Card"
"P000669";"G00631";403;47.39;"2026-01-30";"Card"
"P000670";"G00633";516;179.97;"2026-03-18";"Stripe"
"P000671";"G00634";428;99.2;"2026-06-19";"Stripe"
"P000672";"G00635";331;110.59;"2026-01-02";"Card"
"P000673";"G00636";221;2.4;"2026-04-13";"Card"
"P000674";"G00637";111;95.07;"2026-03-12";"Card"
"P000675";"G00637";111;79.93;"2026-03-12";"Card"
"P000676";"G00637";111;72.71;"2026-03-12";"Stripe"
"P000677";"G00639";531;7.17;"2026-02-25";"Stripe"
"P000678";"G00639";531;6.49;"2026-02-27";"Card"
"P000679";"G00640";527;210.11;"2026-01-17";"Stripe"
"P000680";"G00641";301;192.5;"2026-03-17";"Stripe"
"P000681";"G00642";209;66.16;"2026-04-04";"Card"
"P000682";"G00643";320;112.32;"2026-02-06";"Card"
"P000683";"G00645";122;155.17;"2026-01-14";"Card"
"P000684";"G00646";223;65.43;"2026-05-19";"Card"
"P000685";"G00647";418;220.27;"2026-04-21";"Card"
"P000686";"G00648";521;88.86;"2026-04-13";"Card"
"P000687";"G00649";413;71.43;"2026-01-21";"Stripe"
"P000688";"G00650";421;84.19;"2026-02-14";"Card"
"P000689";"G00651";108;103.62;"2026-02-15";"Card"
"P000690";"G00652";309;96.52;"2026-01-08";"Stripe"
"P000691";"G00653";417;191.71;"2026-02-05";"Stripe"
"P000692";"G00654";223;112.47;"2026-05-03";"Card"
"P000693";"G00655";434;29.01;"2026-03-23";"Cash"
"P000694";"G00656";320;257.81;"2026-01-05";"Card"
"P000695";"G00657";312;98.4;"2026-04-09";"Stripe"
"P000696";"G00658";508;113.37;"2026-06-24";"Card"
"P000697";"G00659";104;321.99;"2026-01-10";"Card"
"P000698";"G00660";434;169.4;"2026-03-27";"Card"
"P000699";"G00660";434;102.39;"2026-03-30";"Card"
"P000700";"G00661";421;198.84;"2026-04-01";"Stripe"
"P000701";"G00662";109;181.89;"2026-04-27";"Stripe"
"P000702";"G00663";206;79.56;"2026-06-26";"Card"
"P000703";"G00664";124;358.37;"2026-06-14";"Card"
"P000704";"G00665";319;322.96;"2026-01-30";"Card"
"P000705";"G00666";302;83.92;"2026-03-13";"Card"
"P000706";"G00667";502;207.5;"2026-01-30";"Card"
"P000707";"G00669";106;36.26;"2026-04-28";"Card"
"P000708";"G00669";106;84.59;"2026-04-28";"Card"
"P000709";"G00670";505;89.09;"2026-05-27";"Card"
"P000710";"G00671";214;67.91;"2026-04-02";"Cash"
"P000711";"G00671";214;113.52;"2026-04-02";"Card"
"P000712";"G00672";323;160.7;"2026-01-26";"Card"
"P000713";"G00673";207;82.29;"2026-06-27";"Stripe"
"P000714";"G00673";207;96.89;"2026-06-29";"Card"
"P000715";"G00673";207;55.98;"2026-06-29";"Stripe"
"P000716";"G00674";134;79.54;"2026-04-03";"Card"
"P000717";"G00675";216;24.76;"2026-01-25";"Card"
"P000718";"G00676";520;156.85;"2026-04-17";"Card"
"P000719";"G00677";331;293.8;"2026-06-24";"Card"
"P000720";"G00678";417;116.12;"2026-01-03";"Card"
"P000721";"G00679";520;81.45;"2026-06-29";"Card"
"P000722";"G00679";520;91.35;"2026-06-29";"Card"
"P000723";"G00680";404;32.16;"2026-03-09";"Card"
"P000724";"G00681";203;32.87;"2026-01-15";"Card"
"P000725";"G00682";215;384.24;"2026-02-16";"Cash"
"P000726";"G00683";530;10.64;"2026-06-12";"Card"
"P000727";"G00684";224;104.02;"2026-06-13";"Cash"
"P000728";"G00685";530;32.3;"2026-04-15";"Stripe"
"P000729";"G00685";530;71.53;"2026-04-15";"Card"
"P000730";"G00686";321;43.27;"2026-04-06";"Stripe"
"P000731";"G00687";218;193.73;"2026-04-12";"Card"
"P000732";"G00688";121;347.95;"2026-06-13";"Card"
"P000733";"G00689";122;107.08;"2026-02-20";"Stripe"
"P000734";"G00690";229;183.14;"2026-01-29";"Card"
"P000735";"G00690";229;131.89;"2026-02-01";"Cash"
"P000736";"G00691";102;18.7;"2026-02-12";"Card"
"P000737";"G00691";102;16.16;"2026-02-12";"Stripe"
"P000738";"G00692";316;128.85;"2026-03-01";"Card"
"P000739";"G00693";204;42.65;"2026-03-27";"Card"
"P000740";"G00694";406;169.85;"2026-04-14";"Card"
"P000741";"G00694";406;113.82;"2026-04-15";"Card"
"P000742";"G00695";209;303.98;"2026-01-29";"Stripe"
"P000743";"G00696";513;106.2;"2026-02-22";"Card"
"P000744";"G00697";316;58.06;"2026-03-12";"Card"
"P000745";"G00697";316;52.92;"2026-03-11";"Card"
"P000746";"G00698";434;23.46;"2026-01-26";"Card"
"P000747";"G00700";515;220.64;"2026-05-07";"Card"
"P000748";"G00701";423;194.46;"2026-03-06";"Cash"
"P000749";"G00702";118;87.34;"2026-02-01";"Card"
"P000750";"G00703";126;73.92;"2026-02-05";"Stripe"
"P000751";"G00703";126;63.17;"2026-02-01";"Card"
"P000752";"G00704";432;13.34;"2026-01-03";"Card"
"P000753";"G00704";432;20.54;"2026-01-03";"Card"
"P000754";"G00705";123;186.9;"2026-03-02";"Stripe"
"P000755";"G00706";527;146.88;"2026-05-23";"Card"
"P000756";"G00707";420;41.45;"2026-03-12";"Card"
"P000757";"G00708";108;80.72;"2026-04-18";"Stripe"
"P000758";"G00709";207;50.59;"2026-02-15";"Card"
"P000759";"G00709";207;79.73;"2026-02-17";"Stripe"
"P000760";"G00710";329;69.17;"2026-03-06";"Cash"
"P000761";"G00710";329;52.86;"2026-03-06";"Card"
"P000762";"G00710";329;62.1;"2026-03-06";"Stripe"
"P000763";"G00711";116;166.91;"2026-06-30";"Card"
"P000764";"G00711";116;114.78;"2026-06-30";"Card"
"P000765";"G00712";324;23.42;"2026-05-07";"Card"
"P000766";"G00714";307;215.17;"2026-06-08";"Card"
"P000767";"G00715";102;46.83;"2026-05-08";"Stripe"
"P000768";"G00717";218;172.39;"2026-03-08";"Stripe"
"P000769";"G00718";321;100.66;"2026-06-14";"Card"
"P000770";"G00719";313;163.5;"2026-05-22";"Card"
"P000771";"G00721";214;190.59;"2026-05-29";"Card"
"P000772";"G00722";321;75.53;"2026-02-03";"Card"
"P000773";"G00723";129;47.6;"2026-05-10";"Stripe"
"P000774";"G00725";527;124.9;"2026-03-23";"Card"
"P000775";"G00726";533;81.0;"2026-06-21";"Card"
"P000776";"G00728";502;132.6;"2026-04-26";"Stripe"
"P000777";"G00729";224;230.85;"2026-06-04";"Card"
"P000778";"G00730";225;303.1;"2026-06-02";"Stripe"
"P000779";"G00731";411;317.84;"2026-06-06";"Card"
"P000780";"G00732";527;88.59;"2026-04-15";"Cash"
"P000781";"G00733";206;140.4;"2026-02-08";"Card"
"P000782";"G00734";401;16.49;"2026-04-20";"Card"
"P000783";"G00735";506;23.11;"2026-04-25";"Stripe"
"P000784";"G00736";501;65.58;"2026-05-23";"Card"
"P000785";"G00737";326;226.02;"2026-01-28";"Card"
"P000786";"G00738";501;56.42;"2026-06-05";"Card"
"P000787";"G00740";515;2.05;"2026-06-29";"Card"
"P000788";"G00741";528;128.41;"2026-04-15";"Stripe"
"P000789";"G00743";411;77.34;"2026-04-29";"Card"
"P000790";"G00744";502;93.76;"2026-03-22";"Card"
"P000791";"G00745";110;48.65;"2026-05-13";"Card"
"P000792";"G00746";411;251.14;"2026-03-05";"Card"
"P000793";"G00747";503;59.86;"2026-05-15";"Card"
"P000794";"G00747";503;21.7;"2026-05-15";"Card"
"P000795";"G00747";503;28.29;"2026-05-15";"Card"
"P000796";"G00748";403;429.84;"2026-03-27";"Stripe"
"P000797";"G00749";532;406.73;"2026-06-30";"Card"
"P000798";"G00750";412;264.05;"2026-06-14";"Card"
"P000799";"G00751";131;162.53;"2026-06-20";"Card"
"P000800";"G00752";204;146.82;"2026-01-03";"Stripe"
"P000801";"G00753";305;146.04;"2026-05-07";"Card"
"P000802";"G00755";215;137.84;"2026-02-17";"Card"
"P000803";"G00757";122;63.7;"2026-01-07";"Cash"
"P000804";"G00758";410;330.98;"2026-03-06";"Card"
"P000805";"G00759";101;47.72;"2026-06-09";"Cash"
"P000806";"G00760";132;212.64;"2026-06-05";"Card"
"P000807";"G00761";409;120.53;"2026-02-08";"Card"
"P000808";"G00763";207;137.19;"2026-02-13";"Card"
"P000809";"G00764";126;6.96;"2026-02-08";"Stripe"
"P000810";"G00765";104;273.61;"2026-02-24";"Cash"
"P000811";"G00766";221;316.19;"2026-02-11";"Card"
"P000812";"G00767";310;89.98;"2026-03-15";"Card"
"P000813";"G00768";532;154.72;"2026-03-03";"Card"
"P000814";"G00769";302;27.13;"2026-06-15";"Card"
"P000815";"G00770";217;147.77;"2026-03-09";"Card"
"P000816";"G00772";134;112.43;"2026-03-30";"Card"
"P000817";"G00773";416;197.46;"2026-03-09";"Stripe"
"P000818";"G00774";320;22.95;"2026-04-20";"Card"
"P000819";"G00775";422;3.8;"2026-04-02";"Stripe"
"P000820";"G00776";428;194.68;"2026-04-15";"Cash"
"P000821";"G00778";133;35.58;"2026-01-16";"Card"
"P000822";"G00779";208;74.32;"2026-03-09";"Card"
"P000823";"G00780";307;281.84;"2026-06-06";"Cash"
"P000824";"G00781";212;141.46;"2026-05-24";"Stripe"
"P000825";"G00783";408;136.5;"2026-02-27";"Card"
"P000826";"G00784";231;97.79;"2026-01-16";"Card"
"P000827";"G00785";410;27.62;"2026-04-07";"Card"
"P000828";"G00786";216;109.58;"2026-04-25";"Stripe"
"P000829";"G00787";124;65.92;"2026-04-20";"Card"
"P000830";"G00788";106;149.54;"2026-02-21";"Card"
"P000831";"G00789";109;39.74;"2026-02-14";"Card"
"P000832";"G00791";428;217.97;"2026-01-11";"Card"
"P000833";"G00792";132;52.43;"2026-02-26";"Card"
"P000834";"G00793";424;17.93;"2026-03-19";"Stripe"
"P000835";"G00793";424;16.29;"2026-03-19";"Stripe"
"P000836";"G00793";424;22.66;"2026-03-23";"Card"
"P000837";"G00794";504;33.41;"2026-03-26";"Card"
"P000838";"G00795";433;61.56;"2026-03-01";"Card"
"P000839";"G00796";313;142.22;"2026-02-09";"Card"
"P000840";"G00797";415;249.51;"2026-04-05";"Stripe"
"P000841";"G00798";118;50.72;"2026-01-24";"Cash"
"P000842";"G00798";118;38.28;"2026-01-24";"Card"
"P000843";"G00800";105;192.62;"2026-04-10";"Card"
"P000844";"G00801";201;146.93;"2026-03-06";"Stripe"
"P000845";"G00802";317;35.31;"2026-06-05";"Card"
"P000846";"G00802";317;89.52;"2026-06-05";"Card"
"P000847";"G00803";520;149.72;"2026-04-14";"Stripe"
"P000848";"G00804";134;61.96;"2026-04-22";"Cash"
"P000849";"G00805";132;34.18;"2026-02-10";"Card"
"P000850";"G00806";534;89.1;"2026-05-22";"Stripe"
"P000851";"G00807";421;210.43;"2026-05-19";"Card"
"P000852";"G00808";417;20.86;"2026-05-16";"Card"
"P000853";"G00809";425;95.12;"2026-06-04";"Stripe"
"P000854";"G00810";515;204.41;"2026-04-11";"Card"
"P000855";"G00810";515;127.81;"2026-04-09";"Cash"
"P000856";"G00811";521;191.78;"2026-05-02";"Card"
"P000857";"G00812";301;98.06;"2026-01-06";"Stripe"
"P000858";"G00813";402;100.09;"2026-01-12";"Card"
"P000859";"G00814";414;223.97;"2026-03-24";"Card"
"P000860";"G00815";306;41.51;"2026-01-30";"Card"
"P000861";"G00815";306;62.19;"2026-01-30";"Card"
"P000862";"G00816";502;156.21;"2026-05-05";"Cash"
"P000863";"G00817";523;20.37;"2026-04-27";"Card"
"P000864";"G00817";523;22.0;"2026-04-27";"Stripe"
"P000865";"G00819";304;424.02;"2026-06-30";"Cash"
"P000866";"G00820";405;111.37;"2026-05-28";"Card"
"P000867";"G00821";332;330.13;"2026-05-10";"Card"
"P000868";"G00822";111;78.36;"2026-05-01";"Card"
"P000869";"G00823";316;136.14;"2026-01-08";"Card"
"P000870";"G00824";419;39.76;"2026-06-16";"Card"
"P000871";"G00825";428;176.21;"2026-05-04";"Stripe"
"P000872";"G00826";423;297.36;"2026-02-18";"Cash"
"P000873";"G00827";425;119.93;"2026-02-03";"Stripe"
"P000874";"G00828";111;14.58;"2026-01-07";"Card"
"P000875";"G00828";111;35.84;"2026-01-07";"Card"
"P000876";"G00829";505;43.27;"2026-02-28";"Card"
"P000877";"G00829";505;50.83;"2026-03-06";"Card"
"P000878";"G00830";534;120.89;"2026-06-13";"Stripe"
"P000879";"G00831";427;31.23;"2026-01-10";"Card"
"P000880";"G00831";427;86.22;"2026-01-10";"Stripe"
"P000881";"G00832";112;256.87;"2026-03-07";"Card"
"P000882";"G00833";407;39.42;"2026-06-19";"Card"
"P000883";"G00833";407;68.31;"2026-06-15";"Card"
"P000884";"G00834";528;162.99;"2026-01-23";"Cash"
"P000885";"G00835";332;81.07;"2026-06-13";"Card"
"P000886";"G00836";208;56.72;"2026-02-01";"Card"
